INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
212063766,619,,LARCENY ALL OTHERS,B2,308,0,2021-09-07 16:50:00,2021,9,Tuesday,16,,HAROLD ST,42.31944531853442,-71.08780767073632,"(42.31944531853442, -71.08780767073632)"
212063762,801,,ASSAULT - SIMPLE,B3,456,0,2021-09-07 17:20:00,2021,9,Tuesday,17,,GREENWOOD ST,42.30262129341519,-71.07918398721611,"(42.30262129341519, -71.07918398721611)"
212063759,2662,,BALLISTICS EVIDENCE/FOUND,B2, ,0,2021-09-07 15:58:00,2021,9,Tuesday,15,,INTERVALE ST,42.311418643425846,-71.0796475986592,"(42.311418643425846, -71.0796475986592)"
212063757,3115,,INVESTIGATE PERSON,B2,282,0,2021-09-07 16:52:00,2021,9,Tuesday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063754,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-09-07 16:48:00,2021,9,Tuesday,16,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063745,3301,,VERBAL DISPUTE,B2,282,0,2021-09-07 16:17:00,2021,9,Tuesday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063744,3201,,PROPERTY - LOST/ MISSING,B2,330,0,2021-09-07 16:15:00,2021,9,Tuesday,16,,BLUE HILL AVE,42.304339503175164,-71.08477886912476,"(42.304339503175164, -71.08477886912476)"
212063728,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,807,0,2021-09-07 14:20:00,2021,9,Tuesday,14,,WESTERN AVE,42.36284172499237,-71.13792233554409,"(42.36284172499237, -71.13792233554409)"
212063727,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B2,237,0,2021-09-07 13:45:00,2021,9,Tuesday,13,,ELDER ST,42.32022881687084,-71.06307062900677,"(42.32022881687084, -71.06307062900677)"
212063725,3115,,INVESTIGATE PERSON,B2,911,0,2021-09-07 14:44:00,2021,9,Tuesday,14,,ANNUNCIATION RD,42.335062177633304,-71.0931678123782,"(42.335062177633304, -71.0931678123782)"
212063724,3005,,SICK ASSIST,B3,452,0,2021-09-07 00:00:00,2021,9,Tuesday,0,,SCHOOL ST,42.29659270195513,-71.0733217340831,"(42.29659270195513, -71.0733217340831)"
212063721,613,,LARCENY SHOPLIFTING,B2,258,0,2021-09-07 14:24:00,2021,9,Tuesday,14,,DUDLEY ST,42.31775593696821,-71.06673387638075,"(42.31775593696821, -71.06673387638075)"
212063718,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2021-09-07 11:30:00,2021,9,Tuesday,11,,"HUMPHREYS ST & ELDER ST
DORCHESTER  MA 02125
UNITE",42.32067099187669,-71.06549498594876,"(42.32067099187669, -71.06549498594876)"
212063712,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,778,0,2021-09-07 14:18:00,2021,9,Tuesday,14,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063707,619,,LARCENY ALL OTHERS,B2,304,0,2021-09-07 13:36:00,2021,9,Tuesday,13,,WASHINGTON ST,42.318515336572005,-71.09560595881274,"(42.318515336572005, -71.09560595881274)"
212063706,3115,,INVESTIGATE PERSON,B3,457,0,2021-09-07 13:31:00,2021,9,Tuesday,13,,FOWLER ST,42.30006754788876,-71.0833690987814,"(42.30006754788876, -71.0833690987814)"
212063632,1402,,VANDALISM,B3,465,0,2021-09-06 14:00:00,2021,9,Monday,14,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063694,3201,,PROPERTY - LOST/ MISSING,D14,778,0,2021-09-04 22:00:00,2021,9,Saturday,22,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063683,2610,,TRESPASSING,D14,924,0,2021-09-07 12:28:00,2021,9,Tuesday,12,,WASHINGTON ST,42.34425778968061,-71.14383620746543,"(42.34425778968061, -71.14383620746543)"
212063676,1402,,VANDALISM,B3,448,0,2021-09-07 11:56:00,2021,9,Tuesday,11,,NORWELL ST,42.293511436152215,-71.07778766575197,"(42.293511436152215, -71.07778766575197)"
212063675,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2, ,0,2021-09-07 11:49:00,2021,9,Tuesday,11,,"GUILD ROW & MALCOLM X BLVD
ROXBURY  MA 02119
UNITE",42.329408036168545,-71.08594196476098,"(42.329408036168545, -71.08594196476098)"
212063671,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2021-09-07 11:23:00,2021,9,Tuesday,11,,"GARDNER ST & LINDEN ST
BRIGHTON  MA 02134
UNITED S",42.353583031051336,-71.130152991097,"(42.353583031051336, -71.130152991097)"
212063670,1107,,FRAUD - IMPERSONATION,B2,282,0,2021-09-03 16:30:00,2021,9,Friday,16,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063666,2647,,THREATS TO DO BODILY HARM,B3,465,0,2021-06-04 15:00:00,2021,6,Friday,15,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063653,3130,,SEARCH WARRANT,B3,457,0,2021-09-07 11:08:00,2021,9,Tuesday,11,,PAGE ST,42.29939553240145,-71.0830016761462,"(42.29939553240145, -71.0830016761462)"
212063651,3005,,SICK ASSIST,B2, ,0,2021-09-07 10:26:00,2021,9,Tuesday,10,,"HARRISON AVE & DUDLEY ST
ROXBURY  MA 02119
UNITED ",42.32859702159768,-71.08274705512277,"(42.32859702159768, -71.08274705512277)"
212063645,3410,,TOWED MOTOR VEHICLE,B2,182,0,2021-09-07 09:26:00,2021,9,Tuesday,9,,NORFOLK AVE,42.32339885586189,-71.06761627915564,"(42.32339885586189, -71.06761627915564)"
212063642,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2021-09-04 12:00:00,2021,9,Saturday,12,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063619,3205,,M/V PLATES - LOST,B3,465,0,2021-09-03 20:00:00,2021,9,Friday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063609,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3,432,0,2021-09-07 06:40:00,2021,9,Tuesday,6,,DON ST,42.287224129424175,-71.08617419663535,"(42.287224129424175, -71.08617419663535)"
212063608,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,612,0,2021-09-07 06:05:00,2021,9,Tuesday,6,,LONGWOOD AVE,42.33744151891779,-71.10428095571272,"(42.33744151891779, -71.10428095571272)"
212063604,3005,,SICK ASSIST,B2,308,0,2021-09-07 05:36:00,2021,9,Tuesday,5,,CRESTWOOD PARK,42.31794835213825,-71.08774652143991,"(42.31794835213825, -71.08774652143991)"
212063602,3114,,INVESTIGATE PROPERTY,B3,430,1,2021-09-07 05:26:00,2021,9,Tuesday,5,,BLUE HILL AVE,42.28451317753253,-71.09125681735243,"(42.28451317753253, -71.09125681735243)"
212063592,801,,ASSAULT - SIMPLE,B3,434,0,2021-09-07 01:23:00,2021,9,Tuesday,1,,STANTON ST,42.28411372922307,-71.07938716907263,"(42.28411372922307, -71.07938716907263)"
212063591,3115,,INVESTIGATE PERSON,B3,427,0,2021-09-07 01:28:00,2021,9,Tuesday,1,,BLUE HILL AVE,42.27470119273465,-71.09344053269572,"(42.27470119273465, -71.09344053269572)"
212063587,2905,,VAL - VIOLATION OF AUTO LAW,B2, ,0,2021-09-07 00:37:00,2021,9,Tuesday,0,,"BLUE HILL AVE & DEWEY ST
ROXBURY  MA 02119
UNITED ",42.316883000728446,-71.07806304322322,"(42.316883000728446, -71.07806304322322)"
212063585,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B3,407,0,2021-09-07 00:14:00,2021,9,Tuesday,0,,RIVER ST,42.271891719316095,-71.07163754592546,"(42.271891719316095, -71.07163754592546)"
212063580,3201,,PROPERTY - LOST/ MISSING,B2,282,0,2021-09-06 10:00:00,2021,9,Monday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063577,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,434,0,2021-09-06 23:01:00,2021,9,Monday,23,,MILTON AVE,42.28576134497801,-71.07801426223435,"(42.28576134497801, -71.07801426223435)"
212063573,301,,ROBBERY,B3,456,0,2021-09-06 22:33:00,2021,9,Monday,22,,GLENWAY ST,42.3001897867635,-71.0824426078514,"(42.3001897867635, -71.0824426078514)"
212063562,616,,LARCENY THEFT OF BICYCLE,B2,282,0,2021-09-06 21:25:00,2021,9,Monday,21,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063561,2647,,THREATS TO DO BODILY HARM,D14,786,0,2021-09-06 20:45:00,2021,9,Monday,20,,WILLISTON RD,42.34119091479617,-71.14153515006836,"(42.34119091479617, -71.14153515006836)"
212063559,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,B2,183,0,2021-09-06 21:00:00,2021,9,Monday,21,,DUDLEY ST,42.3204697921145,-71.071619500622,"(42.3204697921145, -71.071619500622)"
212063555,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3,438,0,2021-09-06 20:24:00,2021,9,Monday,20,,TALBOT AVE,42.2912538670904,-71.07551333951282,"(42.2912538670904, -71.07551333951282)"
212063549,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2021-09-06 20:38:00,2021,9,Monday,20,,"ALLSTON ST & SUMMIT AVE
BOSTON  MA 02135
UNITED ST",42.345109974477474,-71.13976996280853,"(42.345109974477474, -71.13976996280853)"
212063546,3114,,INVESTIGATE PROPERTY,B3,464,0,2021-09-06 08:03:00,2021,9,Monday,8,,BLUE HILL AVE,42.29171815788151,-71.08911807277842,"(42.29171815788151, -71.08911807277842)"
212063544,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2, ,0,2021-09-06 20:01:00,2021,9,Monday,20,,"HUMBOLDT AVE & HOMESTEAD ST
ROXBURY  MA 02121
UNIT",42.3119050297141,-71.09049499893938,"(42.3119050297141, -71.09049499893938)"
212063541,1402,,VANDALISM,B3,465,0,2021-09-06 20:27:00,2021,9,Monday,20,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063538,801,,ASSAULT - SIMPLE,D14, ,0,2021-09-06 19:30:00,2021,9,Monday,19,,N BEACON ST,42.35560328815063,-71.14692214211784,"(42.35560328815063, -71.14692214211784)"
212063533,3114,,INVESTIGATE PROPERTY,D14,778,0,2021-09-06 18:15:00,2021,9,Monday,18,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
212063529,3304,,NOISY PARTY/RADIO-NO ARREST,B2,291,0,2021-09-06 18:48:00,2021,9,Monday,18,,CEDAR ST,42.32747758558177,-71.0950947204481,"(42.32747758558177, -71.0950947204481)"
212063512,2670,,HARASSMENT/ CRIMINAL HARASSMENT,B2,282,0,2021-08-10 18:08:00,2021,8,Tuesday,18,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063505,619,,LARCENY ALL OTHERS,B2,264,0,2021-09-06 17:07:00,2021,9,Monday,17,,BLUE HILL AVE,42.31915302610679,-71.07775477973989,"(42.31915302610679, -71.07775477973989)"
212063502,3301,,VERBAL DISPUTE,B2,319,0,2021-09-06 16:55:00,2021,9,Monday,16,,SEAVER ST,42.30715950720062,-71.08823566356,"(42.30715950720062, -71.08823566356)"
212063495,801,,ASSAULT - SIMPLE,B3,456,0,2021-09-06 15:54:00,2021,9,Monday,15,,ELLINGTON ST,42.30154554739627,-71.08118183666956,"(42.30154554739627, -71.08118183666956)"
212063493,3801,,M/V ACCIDENT - OTHER,B2,328,0,2021-09-06 15:49:00,2021,9,Monday,15,,INTERVALE ST,42.310178378582016,-71.07651046913271,"(42.310178378582016, -71.07651046913271)"
212063491,617,,LARCENY THEFT FROM BUILDING,D14,799,0,2021-09-05 20:30:00,2021,9,Sunday,20,,ASHFORD ST,42.35458677143736,-71.1267326752679,"(42.35458677143736, -71.1267326752679)"
212063486,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2021-09-06 15:58:00,2021,9,Monday,15,,"DALE ST & WALNUT AVE
ROXBURY  MA 02119
UNITED STAT",42.321300012515515,-71.0856780023744,"(42.321300012515515, -71.0856780023744)"
212063482,3830,,M/V - LEAVING SCENE - PERSONAL INJURY,D14,786,0,2021-09-06 15:41:00,2021,9,Monday,15,,COMMONWEALTH AVE,42.34322602790171,-71.14295721967734,"(42.34322602790171, -71.14295721967734)"
212063478,3301,,VERBAL DISPUTE,B2,282,0,2021-09-06 15:54:00,2021,9,Monday,15,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063470,3115,,INVESTIGATE PERSON,B3,943,0,2021-09-06 14:39:00,2021,9,Monday,14,,WOODGATE ST,42.2762544979798,-71.07957804292826,"(42.2762544979798, -71.07957804292826)"
212063466,3301,,VERBAL DISPUTE,B2,294,0,2021-09-06 14:36:00,2021,9,Monday,14,,REGENT ST,42.324585637793476,-71.08580978606462,"(42.324585637793476, -71.08580978606462)"
212063465,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,606,0,2021-09-06 14:29:00,2021,9,Monday,14,,ESTEY ST,42.32822471738916,-71.10746726773014,"(42.32822471738916, -71.10746726773014)"
212063462,2907,,VAL - OPERATING AFTER REV/SUSP.,B3,470,0,2021-09-06 14:40:00,2021,9,Monday,14,,ITASCA ST,42.275609238120396,-71.1003180823503,"(42.275609238120396, -71.1003180823503)"
212063457,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3, ,0,2021-09-06 13:54:00,2021,9,Monday,13,,"RIVER ST & BLUE HILL AVE
MATTAPAN  MA 02126
UNITED",42.26766298726723,-71.09388405115061,"(42.26766298726723, -71.09388405115061)"
212063450,724,,AUTO THEFT,B2,282,0,2021-08-24 13:00:00,2021,8,Tuesday,13,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063447,3007,,SUDDEN DEATH,D14,774,0,2021-09-06 11:36:00,2021,9,Monday,11,,COMMONWEALTH AVE,42.3383627210647,-71.15441001220513,"(42.3383627210647, -71.15441001220513)"
212063444,3301,,VERBAL DISPUTE,B2,313,0,2021-09-06 11:50:00,2021,9,Monday,11,,WYOMING ST,42.31508518034225,-71.08508813271443,"(42.31508518034225, -71.08508813271443)"
212063439,3115,,INVESTIGATE PERSON,B3, ,0,2021-09-06 11:45:00,2021,9,Monday,11,,FIELD SPARROW WAY,0,0,"(0, 0)"
212063438,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2,611,0,2021-09-06 11:37:00,2021,9,Monday,11,,HUNTINGTON AVE,42.3329617141617,-71.11041930443875,"(42.3329617141617, -71.11041930443875)"
212063437,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,463,0,2021-09-06 11:32:00,2021,9,Monday,11,,HARVARD ST,42.29400541835101,-71.08915572654604,"(42.29400541835101, -71.08915572654604)"
212063436,2616,,POSSESSION OF BURGLARIOUS TOOLS,D14,799,0,2021-09-06 11:51:00,2021,9,Monday,11,,GARDNER ST,42.35358821670218,-71.12689571386555,"(42.35358821670218, -71.12689571386555)"
212063433,3301,,VERBAL DISPUTE,B2,326,0,2021-09-06 12:05:00,2021,9,Monday,12,,FAYSTON ST,42.31341382581178,-71.07789593320138,"(42.31341382581178, -71.07789593320138)"
212063430,3005,,SICK ASSIST,D14,752,0,2021-09-06 12:08:00,2021,9,Monday,12,,WASHINGTON ST,42.29131612789713,-71.07170292796064,"(42.29131612789713, -71.07170292796064)"
212063420,3301,,VERBAL DISPUTE,B3,464,0,2021-09-06 12:00:00,2021,9,Monday,12,,BLUE HILL AVE,42.29171815788151,-71.08911807277842,"(42.29171815788151, -71.08911807277842)"
212063415,3207,,PROPERTY - FOUND,B3,435,0,2021-09-06 11:40:00,2021,9,Monday,11,,MILTON AVE,42.28576134497801,-71.07801426223435,"(42.28576134497801, -71.07801426223435)"
212063411,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14, ,0,2021-09-06 11:03:00,2021,9,Monday,11,,"WARREN ST & CAMELOT CT
BRIGHTON  MA 02135
UNITED S",42.349173993669375,-71.1413910191919,"(42.349173993669375, -71.1413910191919)"
212063410,1402,,VANDALISM,B2,281,0,2021-09-06 10:50:00,2021,9,Monday,10,,KEARSARGE AVE,42.326850203273295,-71.08213195691833,"(42.326850203273295, -71.08213195691833)"
212063392,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,282,0,2021-09-06 10:13:00,2021,9,Monday,10,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063390,801,,ASSAULT - SIMPLE,B3,446,0,2021-09-06 09:42:00,2021,9,Monday,9,,ATHELWOLD ST,42.29603943268038,-71.0771702275424,"(42.29603943268038, -71.0771702275424)"
212063387,3115,,INVESTIGATE PERSON,D14,778,0,2021-09-06 08:36:00,2021,9,Monday,8,,WASHINGTON ST,42.356800751725004,-71.05893024772989,"(42.356800751725004, -71.05893024772989)"
212063371,3301,,VERBAL DISPUTE,B2,324,0,2021-09-06 07:17:00,2021,9,Monday,7,,BLUE HILL AVE,42.31709355046751,-71.07802976841748,"(42.31709355046751, -71.07802976841748)"
212063365,3007,,SUDDEN DEATH,B2,904,0,2021-09-06 04:54:00,2021,9,Monday,4,,DEARBORN ST,42.32909774824193,-71.07906694102346,"(42.32909774824193, -71.07906694102346)"
212063359,801,,ASSAULT - SIMPLE,B2,280,0,2021-09-06 04:17:00,2021,9,Monday,4,,DUDLEY ST,42.32872588572028,-71.08382216968015,"(42.32872588572028, -71.08382216968015)"
212063354,3503,,MISSING PERSON - NOT REPORTED - LOCATED,B2,324,0,2021-09-06 00:21:00,2021,9,Monday,0,,DANUBE ST,42.31743922401911,-71.07547844864659,"(42.31743922401911, -71.07547844864659)"
212063353,3801,,M/V ACCIDENT - OTHER,B3, ,0,2021-09-06 03:22:00,2021,9,Monday,3,,"BLUE HILL AVE & HARVARD ST
DORCHESTER  MA 02124
UN",42.29487697102339,-71.08783394572814,"(42.29487697102339, -71.08783394572814)"
212063347,423,,ASSAULT - AGGRAVATED,B3,457,0,2021-09-06 02:52:00,2021,9,Monday,2,,CHARLOTTE ST,42.29944215455069,-71.08489748232857,"(42.29944215455069, -71.08489748232857)"
212063346,2662,,BALLISTICS EVIDENCE/FOUND,B2,181,1,2021-09-06 02:37:00,2021,9,Monday,2,,GEORGE ST,42.32576899275444,-71.07245871216831,"(42.32576899275444, -71.07245871216831)"
212063332,724,,AUTO THEFT,B2, ,0,2021-09-06 01:20:00,2021,9,Monday,1,,"QUINCY ST & CEYLON ST
DORCHESTER  MA 02121
UNITED ",42.311986989549034,-71.07194994885913,"(42.311986989549034, -71.07194994885913)"
212063331,3001,,DEATH INVESTIGATION,D14,759,0,2021-09-06 00:31:00,2021,9,Monday,0,,PERTHSHIRE RD,42.353606756992846,-71.16662133200478,"(42.353606756992846, -71.16662133200478)"
212063329,3111,,LICENSE PREMISE VIOLATION,B3,426,0,2021-09-06 00:00:00,2021,9,Monday,0,,RIVER ST,42.26802399951025,-71.09301056730071,"(42.26802399951025, -71.09301056730071)"
212063328,423,,ASSAULT - AGGRAVATED,B3,426,0,2021-09-06 00:51:00,2021,9,Monday,0,,RIVER ST,42.26802399951025,-71.09301056730071,"(42.26802399951025, -71.09301056730071)"
212063324,423,,ASSAULT - AGGRAVATED,B3,426,0,2021-09-06 00:13:00,2021,9,Monday,0,,RIVER ST,42.26802399951025,-71.09301056730071,"(42.26802399951025, -71.09301056730071)"
212063321,3029,,PRISONER - SUICIDE / SUICIDE ATTEMPT,B3,465,0,2021-09-06 00:22:00,2021,9,Monday,0,,BLUE HILL AVE,42.28482576580488,-71.09137368938802,"(42.28482576580488, -71.09137368938802)"
212063320,423,,ASSAULT - AGGRAVATED,B2,314,1,2021-09-05 23:49:00,2021,9,Sunday,23,,HOLLANDER ST,42.315689198807554,-71.08951391408016,"(42.315689198807554, -71.08951391408016)"
212063319,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2021-09-05 23:37:00,2021,9,Sunday,23,,"BABSON ST & BLUE HILL AVE
MATTAPAN  MA 02126
UNITE",42.277018977877425,-71.09338096443841,"(42.277018977877425, -71.09338096443841)"
212063311,3115,,INVESTIGATE PERSON,D14, ,0,2021-09-05 22:49:00,2021,9,Sunday,22,,"FIDELIS WAY & WASHINGTON ST
BOSTON  MA 02135
UNITE",42.345419963283526,-71.14557005195583,"(42.345419963283526, -71.14557005195583)"
212063304,3410,,TOWED MOTOR VEHICLE,B2, ,0,2021-09-05 21:29:00,2021,9,Sunday,21,,ALEXANDER ST,42.31694243478714,-71.0699121273113,"(42.31694243478714, -71.0699121273113)"
212063299,3115,,INVESTIGATE PERSON,B3,476,0,2021-09-05 22:05:00,2021,9,Sunday,22,,REGIS RD,42.27170118363036,-71.09420863654105,"(42.27170118363036, -71.09420863654105)"
212063292,619,,LARCENY ALL OTHERS,D14,767,0,2021-09-05 21:18:00,2021,9,Sunday,21,,SOLDIERS FIELD RD,42.35934409004712,-71.15389780173912,"(42.35934409004712, -71.15389780173912)"
212063279,1402,,VANDALISM,B3,465,0,2021-09-05 20:30:00,2021,9,Sunday,20,,BLUE HILL AVENUE,0,0,"(0, 0)"
212060226,423,,ASSAULT - AGGRAVATED,B2,265,0,2021-08-26 02:55:00,2021,8,Thursday,2,,WAVERLY STREET,0,0,"(0, 0)"
212063275,520,,BURGLARY - RESIDENTIAL,B2,304,0,2021-09-05 18:44:00,2021,9,Sunday,18,,WASHINGTON ST,42.317950474972136,-71.09617098563778,"(42.317950474972136, -71.09617098563778)"
212063274,3115,,INVESTIGATE PERSON,D14,795,0,2021-09-05 17:04:00,2021,9,Sunday,17,,COMMONWEALTH AVE,42.34900739248947,-71.13860107573626,"(42.34900739248947, -71.13860107573626)"
212063273,520,,BURGLARY - RESIDENTIAL,B3,418,0,2021-09-05 19:26:00,2021,9,Sunday,19,,MILTON AVE,42.283035172101044,-71.076246784089,"(42.283035172101044, -71.076246784089)"
212063271,3006,,SICK/INJURED/MEDICAL - PERSON,B3,943,0,2021-09-05 17:02:00,2021,9,Sunday,17,,WOODGATE ST,42.2762544979798,-71.07957804292826,"(42.2762544979798, -71.07957804292826)"
212063265,1402,,VANDALISM,B3,432,0,2021-09-05 19:18:00,2021,9,Sunday,19,,BALLOU AVE,42.28707261782678,-71.08082447359803,"(42.28707261782678, -71.08082447359803)"
212063264,1832,,SICK ASSIST - DRUG RELATED ILLNESS,B2,330,0,2021-09-05 18:01:00,2021,9,Sunday,18,,COLUMBIA RD,42.303709249674334,-71.08313459328902,"(42.303709249674334, -71.08313459328902)"
212063263,3410,,TOWED MOTOR VEHICLE,B3,470,0,2021-09-05 17:39:00,2021,9,Sunday,17,,COLORADO ST,42.277793109505545,-71.09917239032264,"(42.277793109505545, -71.09917239032264)"
212063261,1402,,VANDALISM,B2, ,0,2021-09-05 18:28:00,2021,9,Sunday,18,,DUDLEY ST,42.31790476282511,-71.06706881175673,"(42.31790476282511, -71.06706881175673)"
212063256,619,,LARCENY ALL OTHERS,B2,182,0,2021-09-05 18:32:00,2021,9,Sunday,18,,BURRELL ST,42.32362957982078,-71.0686776091468,"(42.32362957982078, -71.0686776091468)"
212063253,423,,ASSAULT - AGGRAVATED,B2,282,0,2021-09-05 18:31:00,2021,9,Sunday,18,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063250,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2021-09-03 08:00:00,2021,9,Friday,8,,BLUE HILL AVENUE,0,0,"(0, 0)"
212063249,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D14,771,0,2021-09-05 02:30:00,2021,9,Sunday,2,,ACADEMY HILL RD,42.34774668958484,-71.153454516984,"(42.34774668958484, -71.153454516984)"
212063246,801,,ASSAULT - SIMPLE,B2,282,0,2021-09-05 17:40:00,2021,9,Sunday,17,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063243,3115,,INVESTIGATE PERSON,B3, ,0,2021-09-05 17:13:00,2021,9,Sunday,17,,FIELD SPARROW WAY,0,0,"(0, 0)"
212063239,1402,,VANDALISM,B2,297,0,2021-09-05 16:36:00,2021,9,Sunday,16,,KENSINGTON PARK,42.322242545902874,-71.08277356231896,"(42.322242545902874, -71.08277356231896)"
212063236,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2021-09-05 17:00:00,2021,9,Sunday,17,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063230,1402,,VANDALISM,B3,457,0,2021-09-02 18:00:00,2021,9,Thursday,18,,MCLELLAN ST,42.29946189430733,-71.08360148305883,"(42.29946189430733, -71.08360148305883)"
212063227,3115,,INVESTIGATE PERSON,B3,413,0,2021-09-05 16:16:00,2021,9,Sunday,16,,GALLIVAN BLVD,42.278460429431426,-71.07778192032619,"(42.278460429431426, -71.07778192032619)"
212063226,1402,,VANDALISM,B2,282,0,2021-09-05 13:00:00,2021,9,Sunday,13,,WASHINGTON ST,42.32866283555608,-71.08563401183545,"(42.32866283555608, -71.08563401183545)"
212063222,3501,,MISSING PERSON,D14,938,0,2021-09-05 16:11:00,2021,9,Sunday,16,,FIDELIS WAY,42.345837600832574,-71.1449213783549,"(42.345837600832574, -71.1449213783549)"
